"Tabela 3548 - Pessoas de 10 anos ou mais de idade, Valor do rendimento nominal médio mensal, e mediano mensal, das pessoas de 10 anos ou mais de idade, por condição de atividade na semana de referência, segundo a situação do domicílio, o sexo, as classes de rendimento nominal mensal e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Ano x Condição de atividade x Situação do domicílio x Sexo"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Economicamente ativas"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";;;"Total"
"Cód.";"Brasil e Município";"Classes de rendimento nominal mensal";"Grupo de idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"3528908";"Mariápolis (SP)";"Total";"Total";"631,50";"812,10";"437,32";"902,71";"1022,73";"689,24"
"3529005";"Marília (SP)";"Total";"Total";"1057,98";"1366,59";"773,76";"1466,63";"1767,33";"1111,73"
"3529104";"Marinópolis (SP)";"Total";"Total";"628,10";"770,94";"483,50";"839,87";"947,25";"665,62"
"3529203";"Martinópolis (SP)";"Total";"Total";"680,85";"839,26";"509,09";"986,84";"1142,24";"761,81"
"3529302";"Matão (SP)";"Total";"Total";"1042,49";"1512,85";"581,01";"1559,97";"1988,92";"958,30"
"3529401";"Mauá (SP)";"Total";"Total";"791,33";"1058,47";"538,68";"1153,70";"1360,26";"890,32"
"3529500";"Mendonça (SP)";"Total";"Total";"781,25";"1008,38";"545,87";"1068,70";"1276,17";"769,58"
"3529609";"Meridiano (SP)";"Total";"Total";"766,36";"967,89";"572,22";"1007,62";"1189,51";"777,23"
"3529658";"Mesópolis (SP)";"Total";"Total";"602,41";"779,30";"421,02";"858,09";"989,35";"653,45"
"3529708";"Miguelópolis (SP)";"Total";"Total";"756,60";"1027,58";"483,69";"1090,95";"1344,28";"741,67"
"3529807";"Mineiros do Tietê (SP)";"Total";"Total";"801,77";"1058,24";"547,24";"1084,83";"1313,40";"772,90"
"3529906";"Miracatu (SP)";"Total";"Total";"528,04";"700,48";"351,90";"848,99";"914,70";"731,88"
"3530003";"Mira Estrela (SP)";"Total";"Total";"691,78";"875,28";"509,20";"943,27";"1081,42";"740,34"
"3530102";"Mirandópolis (SP)";"Total";"Total";"730,70";"869,88";"558,44";"1151,56";"1349,79";"863,57"
"3530201";"Mirante do Paranapanema (SP)";"Total";"Total";"588,84";"755,72";"417,44";"864,70";"984,67";"675,56"
"3530300";"Mirassol (SP)";"Total";"Total";"879,96";"1161,91";"610,69";"1237,51";"1499,54";"905,76"
"3530409";"Mirassolândia (SP)";"Total";"Total";"724,90";"968,84";"470,25";"1024,88";"1210,74";"738,25"
"3530508";"Mococa (SP)";"Total";"Total";"979,83";"1340,09";"623,82";"1430,41";"1723,28";"1007,03"
"3530607";"Mogi das Cruzes (SP)";"Total";"Total";"1042,84";"1397,37";"711,98";"1542,81";"1856,41";"1145,84"
"3530706";"Mogi Guaçu (SP)";"Total";"Total";"906,49";"1245,63";"573,79";"1264,89";"1542,00";"879,85"
"3530805";"Mogi Mirim (SP)";"Total";"Total";"1041,90";"1385,41";"712,32";"1515,19";"1814,36";"1126,62"
"3530904";"Mombuca (SP)";"Total";"Total";"918,97";"1398,23";"421,48";"1651,14";"2196,26";"810,84"
"3531001";"Monções (SP)";"Total";"Total";"838,25";"1086,41";"574,26";"1121,38";"1337,28";"815,78"
"3531100";"Mongaguá (SP)";"Total";"Total";"763,23";"968,53";"563,49";"1115,81";"1331,51";"848,46"
"3531209";"Monte Alegre do Sul (SP)";"Total";"Total";"973,15";"1222,69";"717,42";"1220,34";"1396,95";"967,72"
"3531308";"Monte Alto (SP)";"Total";"Total";"930,32";"1242,28";"629,41";"1229,27";"1492,43";"882,40"
"3531407";"Monte Aprazível (SP)";"Total";"Total";"1158,43";"1709,59";"615,76";"1645,00";"2129,57";"924,19"
"3531506";"Monte Azul Paulista (SP)";"Total";"Total";"863,12";"1193,24";"537,07";"1173,57";"1488,08";"735,33"
"3531605";"Monte Castelo (SP)";"Total";"Total";"713,84";"925,47";"507,02";"969,35";"1155,64";"700,44"
"3531704";"Monteiro Lobato (SP)";"Total";"Total";"672,43";"867,20";"457,61";"923,60";"1052,40";"709,89"
"3531803";"Monte Mor (SP)";"Total";"Total";"770,68";"1025,27";"519,17";"1111,60";"1289,77";"862,91"
"3531902";"Morro Agudo (SP)";"Total";"Total";"801,84";"1120,80";"467,94";"1213,18";"1446,67";"822,78"
"3532009";"Morungaba (SP)";"Total";"Total";"807,98";"1013,92";"600,99";"1162,59";"1311,83";"954,16"
"3532058";"Motuca (SP)";"Total";"Total";"604,22";"859,57";"344,40";"1037,04";"1304,84";"649,52"
"3532108";"Murutinga do Sul (SP)";"Total";"Total";"701,89";"905,96";"499,31";"962,32";"1105,90";"739,69"
"3532157";"Nantes (SP)";"Total";"Total";"557,84";"710,40";"404,55";"837,66";"938,21";"681,82"
"3532207";"Narandiba (SP)";"Total";"Total";"558,25";"747,32";"366,86";"816,94";"956,23";"597,09"
"3532306";"Natividade da Serra (SP)";"Total";"Total";"559,42";"750,02";"344,74";"831,11";"951,03";"587,62"
"3532405";"Nazaré Paulista (SP)";"Total";"Total";"609,21";"799,11";"407,03";"954,58";"1061,27";"764,65"
"3532504";"Neves Paulista (SP)";"Total";"Total";"865,53";"1147,12";"587,37";"1171,90";"1380,60";"872,19"
"3532603";"Nhandeara (SP)";"Total";"Total";"963,42";"1225,47";"710,45";"1414,70";"1547,96";"1209,86"
"3532702";"Nipoã (SP)";"Total";"Total";"725,08";"1002,53";"416,80";"988,90";"1185,78";"627,92"
"3532801";"Nova Aliança (SP)";"Total";"Total";"742,68";"952,75";"538,28";"970,90";"1151,79";"727,04"
"3532827";"Nova Campina (SP)";"Total";"Total";"399,36";"502,05";"291,45";"683,46";"709,08";"629,74"
"3532843";"Nova Canaã Paulista (SP)";"Total";"Total";"576,50";"677,40";"470,78";"745,44";"811,03";"644,78"
"3532868";"Nova Castilho (SP)";"Total";"Total";"654,83";"971,54";"365,80";"932,73";"1164,86";"553,41"
"3532900";"Nova Europa (SP)";"Total";"Total";"818,52";"1125,37";"509,55";"1116,91";"1356,54";"761,30"
"3533007";"Nova Granada (SP)";"Total";"Total";"832,66";"1158,66";"504,60";"1152,60";"1411,67";"756,84"
"3533106";"Nova Guataporanga (SP)";"Total";"Total";"736,64";"932,95";"543,72";"1002,06";"1168,64";"756,50"
"3533205";"Nova Independência (SP)";"Total";"Total";"621,80";"815,53";"429,27";"955,39";"1062,27";"786,22"
"3533254";"Novais (SP)";"Total";"Total";"790,38";"1135,84";"380,31";"1092,96";"1365,00";"576,62"
"3533304";"Nova Luzitânia (SP)";"Total";"Total";"731,48";"932,17";"503,41";"986,62";"1180,99";"686,31"
"3533403";"Nova Odessa (SP)";"Total";"Total";"954,60";"1265,79";"648,29";"1374,58";"1646,89";"1025,42"
"3533502";"Novo Horizonte (SP)";"Total";"Total";"920,53";"1255,81";"589,95";"1294,79";"1549,82";"911,20"
"3533601";"Nuporanga (SP)";"Total";"Total";"851,34";"1122,30";"584,02";"1185,02";"1409,94";"854,72"
"3533700";"Ocauçu (SP)";"Total";"Total";"629,88";"766,57";"483,95";"865,78";"924,48";"760,83"
"3533809";"Óleo (SP)";"Total";"Total";"766,76";"1039,79";"492,33";"966,02";"1113,72";"717,28"
"3533908";"Olímpia (SP)";"Total";"Total";"880,08";"1185,56";"587,02";"1219,89";"1456,96";"884,83"
"3534005";"Onda Verde (SP)";"Total";"Total";"679,20";"908,30";"442,13";"998,74";"1192,38";"705,87"
"3534104";"Oriente (SP)";"Total";"Total";"773,28";"1035,11";"523,51";"1127,67";"1352,24";"829,32"
"3534203";"Orindiúva (SP)";"Total";"Total";"820,13";"1160,75";"465,03";"1172,29";"1404,42";"777,54"
"3534302";"Orlândia (SP)";"Total";"Total";"1054,23";"1485,64";"642,39";"1543,21";"1907,04";"1043,69"
"3534401";"Osasco (SP)";"Total";"Total";"1071,07";"1406,29";"766,07";"1601,91";"1906,33";"1245,36"
"3534500";"Oscar Bressane (SP)";"Total";"Total";"746,48";"952,24";"560,91";"1073,87";"1221,18";"871,36"
"3534609";"Osvaldo Cruz (SP)";"Total";"Total";"838,15";"1063,77";"608,88";"1199,64";"1456,54";"866,55"
"3534708";"Ourinhos (SP)";"Total";"Total";"983,72";"1379,35";"615,35";"1400,15";"1753,92";"938,61"
"3534757";"Ouroeste (SP)";"Total";"Total";"785,21";"1087,44";"489,89";"1095,81";"1367,08";"723,73"
"3534807";"Ouro Verde (SP)";"Total";"Total";"580,84";"767,53";"398,91";"836,30";"971,86";"632,99"
"3534906";"Pacaembu (SP)";"Total";"Total";"629,35";"670,69";"569,21";"1011,43";"1109,31";"850,28"
"3535002";"Palestina (SP)";"Total";"Total";"761,37";"1042,20";"475,09";"1047,65";"1257,42";"711,39"
"3535101";"Palmares Paulista (SP)";"Total";"Total";"720,74";"949,36";"448,57";"1001,73";"1142,31";"739,29"
"3535200";"Palmeira d'Oeste (SP)";"Total";"Total";"779,50";"1010,90";"549,84";"1008,29";"1183,17";"763,87"
"3535309";"Palmital (SP)";"Total";"Total";"805,80";"1067,82";"558,76";"1189,15";"1448,83";"833,03"
"3535408";"Panorama (SP)";"Total";"Total";"765,94";"1044,90";"489,11";"1051,78";"1266,97";"729,40"
"3535507";"Paraguaçu Paulista (SP)";"Total";"Total";"764,59";"960,88";"568,25";"1078,38";"1272,53";"819,37"
"3535606";"Paraibuna (SP)";"Total";"Total";"760,71";"1029,94";"481,48";"1007,22";"1151,13";"791,34"
"3535705";"Paraíso (SP)";"Total";"Total";"967,37";"1286,17";"628,22";"1242,43";"1485,91";"836,92"
"3535804";"Paranapanema (SP)";"Total";"Total";"695,35";"925,22";"459,24";"994,77";"1192,07";"721,87"
"3535903";"Paranapuã (SP)";"Total";"Total";"759,37";"1036,38";"468,86";"1094,41";"1314,81";"733,28"
"3536000";"Parapuã (SP)";"Total";"Total";"679,02";"877,79";"473,62";"938,03";"1063,19";"732,24"
"3536109";"Pardinho (SP)";"Total";"Total";"823,11";"1061,86";"572,59";"1041,87";"1181,62";"847,22"
"3536208";"Pariquera-Açu (SP)";"Total";"Total";"644,01";"825,31";"467,38";"952,31";"1077,47";"774,79"
"3536257";"Parisi (SP)";"Total";"Total";"794,47";"1110,07";"458,86";"1064,80";"1374,15";"601,15"
"3536307";"Patrocínio Paulista (SP)";"Total";"Total";"700,49";"892,39";"500,67";"993,55";"1114,75";"808,55"
"3536406";"Paulicéia (SP)";"Total";"Total";"686,64";"948,49";"402,61";"978,45";"1171,49";"626,63"
"3536505";"Paulínia (SP)";"Total";"Total";"1342,55";"1770,30";"924,13";"1862,48";"2209,59";"1418,25"
"3536570";"Paulistânia (SP)";"Total";"Total";"644,09";"802,43";"471,01";"904,87";"974,47";"783,48"
"3536604";"Paulo de Faria (SP)";"Total";"Total";"796,37";"1081,66";"515,99";"1170,02";"1370,11";"848,77"
"3536703";"Pederneiras (SP)";"Total";"Total";"907,55";"1268,04";"545,92";"1265,58";"1554,88";"832,33"
"3536802";"Pedra Bela (SP)";"Total";"Total";"593,33";"763,06";"407,93";"829,98";"928,56";"646,05"
"3536901";"Pedranópolis (SP)";"Total";"Total";"675,12";"859,78";"481,77";"860,43";"1066,08";"575,98"
"3537008";"Pedregulho (SP)";"Total";"Total";"792,82";"1044,68";"532,05";"1117,71";"1326,07";"801,76"
"3537107";"Pedreira (SP)";"Total";"Total";"961,20";"1248,56";"682,13";"1265,62";"1546,09";"938,52"
"3537156";"Pedrinhas Paulista (SP)";"Total";"Total";"959,18";"1420,60";"509,66";"1479,37";"1888,23";"855,43"
"3537206";"Pedro de Toledo (SP)";"Total";"Total";"557,42";"744,88";"365,06";"804,26";"902,81";"635,92"
"3537305";"Penápolis (SP)";"Total";"Total";"942,09";"1252,38";"648,77";"1260,82";"1559,70";"876,98"
"3537404";"Pereira Barreto (SP)";"Total";"Total";"805,12";"1134,55";"490,65";"1091,17";"1382,89";"701,85"
"3537503";"Pereiras (SP)";"Total";"Total";"802,35";"1004,88";"596,09";"1002,15";"1190,03";"766,70"
"3537602";"Peruíbe (SP)";"Total";"Total";"862,57";"1083,62";"654,62";"1096,44";"1225,14";"935,45"
"3537701";"Piacatu (SP)";"Total";"Total";"628,90";"794,46";"462,74";"873,07";"996,98";"686,87"
"3537800";"Piedade (SP)";"Total";"Total";"672,07";"811,97";"525,85";"929,77";"1032,02";"773,94"
"3537909";"Pilar do Sul (SP)";"Total";"Total";"568,73";"747,15";"385,98";"910,20";"1051,51";"691,62"
"3538006";"Pindamonhangaba (SP)";"Total";"Total";"948,81";"1271,80";"639,02";"1355,65";"1595,77";"1025,65"
"3538105";"Pindorama (SP)";"Total";"Total";"810,25";"1043,50";"568,80";"1117,22";"1313,16";"821,89"
"3538204";"Pinhalzinho (SP)";"Total";"Total";"738,89";"958,31";"516,12";"961,27";"1105,58";"760,08"
"3538303";"Piquerobi (SP)";"Total";"Total";"578,57";"777,67";"384,61";"880,65";"1032,90";"624,15"
"3538501";"Piquete (SP)";"Total";"Total";"744,66";"964,95";"541,17";"958,87";"1146,72";"695,93"
"3538600";"Piracaia (SP)";"Total";"Total";"1010,43";"1354,75";"669,05";"1410,66";"1739,50";"978,92"
"3538709";"Piracicaba (SP)";"Total";"Total";"1272,02";"1740,72";"828,96";"1782,02";"2163,01";"1294,78"
"3538808";"Piraju (SP)";"Total";"Total";"912,33";"1096,64";"740,62";"1226,06";"1394,13";"1022,32"
"3538907";"Pirajuí (SP)";"Total";"Total";"750,39";"881,41";"584,71";"1054,64";"1254,30";"754,25"
"3539004";"Pirangi (SP)";"Total";"Total";"866,84";"1186,67";"536,79";"1211,82";"1448,47";"825,49"
"3539103";"Pirapora do Bom Jesus (SP)";"Total";"Total";"647,65";"832,85";"465,74";"1037,44";"1220,35";"809,76"
"3539202";"Pirapozinho (SP)";"Total";"Total";"900,64";"1124,32";"688,78";"1281,05";"1423,25";"1093,11"
"3539301";"Pirassununga (SP)";"Total";"Total";"1220,91";"1659,94";"807,23";"1633,56";"2064,18";"1089,65"
"3539400";"Piratininga (SP)";"Total";"Total";"1029,31";"1265,02";"798,87";"1354,59";"1531,23";"1116,40"
"3539509";"Pitangueiras (SP)";"Total";"Total";"727,13";"1004,61";"439,58";"1061,64";"1301,54";"700,10"
"3539608";"Planalto (SP)";"Total";"Total";"645,28";"909,17";"367,72";"1051,27";"1180,06";"763,01"
"3539707";"Platina (SP)";"Total";"Total";"696,18";"921,26";"453,43";"999,36";"1170,23";"692,85"
"3539806";"Poá (SP)";"Total";"Total";"751,73";"971,37";"550,48";"1116,26";"1289,61";"902,49"
"3539905";"Poloni (SP)";"Total";"Total";"883,17";"1193,17";"583,83";"1107,63";"1364,67";"740,35"
"3540002";"Pompéia (SP)";"Total";"Total";"931,91";"1254,15";"628,68";"1328,07";"1623,29";"960,13"
"3540101";"Pongaí (SP)";"Total";"Total";"806,05";"1028,10";"572,60";"1094,30";"1259,58";"842,60"
"3540200";"Pontal (SP)";"Total";"Total";"804,13";"1145,00";"417,41";"1259,03";"1462,40";"840,23"
"3540259";"Pontalinda (SP)";"Total";"Total";"626,98";"783,31";"452,79";"862,04";"973,40";"676,11"
"3540309";"Pontes Gestal (SP)";"Total";"Total";"724,87";"936,01";"511,82";"1010,52";"1178,29";"771,96"
"3540408";"Populina (SP)";"Total";"Total";"699,64";"856,13";"536,24";"936,11";"1062,82";"750,00"
"3540507";"Porangaba (SP)";"Total";"Total";"679,27";"905,68";"437,04";"960,31";"1077,87";"758,10"
"3540606";"Porto Feliz (SP)";"Total";"Total";"894,53";"1196,35";"591,89";"1253,24";"1488,61";"930,52"
"3540705";"Porto Ferreira (SP)";"Total";"Total";"884,86";"1182,82";"595,78";"1240,58";"1482,41";"908,36"
"3540754";"Potim (SP)";"Total";"Total";"464,04";"495,14";"421,53";"719,21";"815,39";"592,18"
"3540804";"Potirendaba (SP)";"Total";"Total";"888,50";"1159,50";"607,73";"1148,67";"1326,27";"869,70"
"3540853";"Pracinha (SP)";"Total";"Total";"276,34";"231,32";"411,01";"771,35";"894,24";"598,26"
"3540903";"Pradópolis (SP)";"Total";"Total";"908,42";"1343,57";"455,02";"1324,48";"1666,68";"763,10"
"3541000";"Praia Grande (SP)";"Total";"Total";"928,61";"1248,81";"638,23";"1266,14";"1512,48";"961,00"
"3541059";"Pratânia (SP)";"Total";"Total";"646,05";"859,05";"418,19";"964,91";"1114,88";"708,61"
"3541109";"Presidente Alves (SP)";"Total";"Total";"741,82";"1006,64";"489,20";"993,03";"1163,37";"756,13"
"3541208";"Presidente Bernardes (SP)";"Total";"Total";"761,40";"929,99";"600,36";"1039,00";"1202,95";"811,05"
"3541307";"Presidente Epitácio (SP)";"Total";"Total";"769,05";"998,25";"554,02";"1100,02";"1296,66";"842,43"
"3541406";"Presidente Prudente (SP)";"Total";"Total";"1209,95";"1610,96";"844,66";"1666,65";"2039,02";"1224,63"
"3541505";"Presidente Venceslau (SP)";"Total";"Total";"887,96";"1178,72";"601,17";"1342,96";"1712,18";"878,04"
"3541604";"Promissão (SP)";"Total";"Total";"825,21";"1140,52";"512,60";"1176,36";"1418,55";"819,26"
"3541653";"Quadra (SP)";"Total";"Total";"729,71";"982,99";"446,94";"1001,45";"1152,72";"740,69"
"3541703";"Quatá (SP)";"Total";"Total";"749,55";"1004,09";"498,09";"1058,45";"1274,38";"737,91"
"3541802";"Queiroz (SP)";"Total";"Total";"586,19";"815,05";"342,86";"916,26";"1100,04";"603,01"
"3541901";"Queluz (SP)";"Total";"Total";"604,96";"810,34";"388,87";"920,40";"1061,52";"690,46"
"3542008";"Quintana (SP)";"Total";"Total";"653,30";"875,25";"439,49";"929,69";"1090,66";"681,37"
"3542107";"Rafard (SP)";"Total";"Total";"831,01";"1132,11";"542,38";"1177,55";"1412,25";"861,79"
"3542206";"Rancharia (SP)";"Total";"Total";"810,58";"1056,48";"577,65";"1128,66";"1319,14";"874,57"
"3542305";"Redenção da Serra (SP)";"Total";"Total";"458,80";"646,69";"256,47";"711,86";"823,49";"462,07"
"3542404";"Regente Feijó (SP)";"Total";"Total";"882,85";"1121,12";"651,21";"1178,96";"1390,88";"883,28"
"3542503";"Reginópolis (SP)";"Total";"Total";"549,90";"556,80";"536,68";"940,94";"994,97";"830,90"
"3542602";"Registro (SP)";"Total";"Total";"800,95";"1042,80";"571,65";"1203,14";"1418,70";"921,76"
"3542701";"Restinga (SP)";"Total";"Total";"581,56";"739,11";"425,41";"836,59";"967,88";"662,77"
"3542800";"Ribeira (SP)";"Total";"Total";"487,99";"587,64";"380,16";"787,20";"814,18";"728,22"
"3542909";"Ribeirão Bonito (SP)";"Total";"Total";"792,91";"1055,29";"529,04";"1030,50";"1219,94";"750,56"
"3543006";"Ribeirão Branco (SP)";"Total";"Total";"376,34";"468,96";"278,40";"574,49";"625,22";"486,44"
"3543105";"Ribeirão Corrente (SP)";"Total";"Total";"680,98";"906,44";"433,57";"925,73";"1114,27";"636,55"
"3543204";"Ribeirão do Sul (SP)";"Total";"Total";"985,93";"1496,58";"476,24";"1516,82";"1957,54";"798,84"
"3543238";"Ribeirão dos Índios (SP)";"Total";"Total";"547,34";"658,77";"437,48";"715,43";"816,72";"583,04"
"3543253";"Ribeirão Grande (SP)";"Total";"Total";"504,84";"670,60";"331,59";"709,94";"827,03";"516,29"
"3543303";"Ribeirão Pires (SP)";"Total";"Total";"921,27";"1240,00";"620,20";"1361,43";"1603,96";"1047,87"
"3543402";"Ribeirão Preto (SP)";"Total";"Total";"1468,15";"1911,38";"1065,87";"1984,29";"2393,48";"1513,82"
"3543501";"Riversul (SP)";"Total";"Total";"467,76";"578,24";"358,42";"711,25";"763,08";"620,58"
"3543600";"Rifaina (SP)";"Total";"Total";"750,77";"955,16";"547,43";"980,16";"1146,41";"762,43"
"3543709";"Rincão (SP)";"Total";"Total";"724,08";"1001,24";"444,18";"1087,45";"1254,34";"808,18"
"3543808";"Rinópolis (SP)";"Total";"Total";"685,48";"853,53";"511,13";"946,48";"1080,34";"738,93"
"3543907";"Rio Claro (SP)";"Total";"Total";"1165,03";"1513,99";"839,79";"1568,50";"1870,95";"1187,99"
"3544004";"Rio das Pedras (SP)";"Total";"Total";"937,41";"1290,51";"575,32";"1312,66";"1599,82";"900,56"
"3544103";"Rio Grande da Serra (SP)";"Total";"Total";"648,29";"882,86";"419,43";"919,78";"1104,56";"673,76"
"3544202";"Riolândia (SP)";"Total";"Total";"547,97";"641,06";"420,96";"838,72";"991,04";"592,93"
"3544251";"Rosana (SP)";"Total";"Total";"962,24";"1426,66";"510,32";"1536,71";"1986,46";"921,91"
"3544301";"Roseira (SP)";"Total";"Total";"687,67";"914,34";"460,62";"963,47";"1109,02";"742,83"
"3544400";"Rubiácea (SP)";"Total";"Total";"663,69";"933,28";"375,75";"998,50";"1184,48";"638,84"
"3544509";"Rubinéia (SP)";"Total";"Total";"749,16";"965,47";"538,53";"1000,16";"1175,27";"777,18"
"3544608";"Sabino (SP)";"Total";"Total";"736,58";"896,83";"576,94";"968,42";"1075,39";"822,15"
"3544707";"Sagres (SP)";"Total";"Total";"679,02";"975,07";"384,20";"1034,95";"1290,90";"568,43"
"3544806";"Sales (SP)";"Total";"Total";"752,80";"1009,02";"487,73";"1009,89";"1186,01";"723,02"
"3544905";"Sales Oliveira (SP)";"Total";"Total";"893,09";"1116,57";"674,98";"1186,06";"1317,57";"1003,33"
"3545001";"Salesópolis (SP)";"Total";"Total";"672,09";"868,25";"472,59";"887,24";"1037,50";"663,83"
"3545100";"Salmourão (SP)";"Total";"Total";"620,11";"770,04";"461,13";"905,59";"1006,58";"746,43"
"3545159";"Saltinho (SP)";"Total";"Total";"1088,13";"1601,45";"580,90";"1501,73";"1939,22";"881,92"
"3545209";"Salto (SP)";"Total";"Total";"993,86";"1336,86";"659,79";"1382,40";"1678,50";"995,49"
"3545308";"Salto de Pirapora (SP)";"Total";"Total";"694,30";"912,94";"478,89";"1037,67";"1187,99";"828,29"
"3545407";"Salto Grande (SP)";"Total";"Total";"564,20";"718,07";"413,94";"762,06";"874,07";"601,61"
"3545506";"Sandovalina (SP)";"Total";"Total";"587,99";"745,79";"426,88";"778,68";"921,25";"576,87"
"3545605";"Santa Adélia (SP)";"Total";"Total";"976,04";"1293,11";"659,67";"1282,07";"1551,48";"851,62"
"3545704";"Santa Albertina (SP)";"Total";"Total";"753,83";"1048,65";"450,48";"1086,51";"1307,36";"700,85"
"3545803";"Santa Bárbara d'Oeste (SP)";"Total";"Total";"964,16";"1312,34";"625,77";"1349,42";"1647,02";"964,50"
"3546009";"Santa Branca (SP)";"Total";"Total";"739,18";"947,85";"530,04";"1031,83";"1193,85";"801,83"
"3546108";"Santa Clara d'Oeste (SP)";"Total";"Total";"755,68";"948,61";"553,97";"1083,60";"1224,74";"867,42"
"3546207";"Santa Cruz da Conceição (SP)";"Total";"Total";"1583,25";"2547,43";"641,04";"2272,00";"3179,22";"939,48"
"3546256";"Santa Cruz da Esperança (SP)";"Total";"Total";"795,94";"1089,78";"507,84";"1074,76";"1412,99";"634,19"
"3546306";"Santa Cruz das Palmeiras (SP)";"Total";"Total";"951,90";"1398,20";"494,89";"1419,95";"1721,22";"888,03"
"3546405";"Santa Cruz do Rio Pardo (SP)";"Total";"Total";"936,08";"1238,31";"648,46";"1269,72";"1535,78";"923,18"
"3546504";"Santa Ernestina (SP)";"Total";"Total";"795,03";"1156,40";"417,88";"1166,70";"1420,01";"699,41"
"3546603";"Santa Fé do Sul (SP)";"Total";"Total";"1022,07";"1403,65";"669,69";"1401,54";"1799,61";"931,81"
"3546702";"Santa Gertrudes (SP)";"Total";"Total";"835,78";"1174,86";"488,73";"1191,20";"1417,58";"828,87"
"3546801";"Santa Isabel (SP)";"Total";"Total";"695,91";"884,23";"509,14";"1042,00";"1164,03";"869,71"
"3546900";"Santa Lúcia (SP)";"Total";"Total";"707,99";"961,26";"447,03";"1068,05";"1251,65";"771,54"
"3547007";"Santa Maria da Serra (SP)";"Total";"Total";"663,95";"902,33";"412,95";"951,26";"1116,30";"683,31"
"3547106";"Santa Mercedes (SP)";"Total";"Total";"648,50";"833,81";"458,26";"913,31";"1094,91";"674,36"
"3547205";"Santana da Ponte Pensa (SP)";"Total";"Total";"936,69";"1191,76";"667,84";"1308,65";"1517,81";"991,56"
"3547304";"Santana de Parnaíba (SP)";"Total";"Total";"2123,21";"2894,49";"1381,76";"3266,94";"3982,70";"2364,96"
"3547403";"Santa Rita d'Oeste (SP)";"Total";"Total";"731,88";"893,48";"572,86";"955,41";"1113,81";"741,15"
"3547502";"Santa Rita do Passa Quatro (SP)";"Total";"Total";"1006,18";"1332,57";"703,12";"1324,69";"1582,95";"979,22"
"3547601";"Santa Rosa de Viterbo (SP)";"Total";"Total";"929,51";"1279,33";"590,51";"1389,47";"1658,57";"979,52"
"3547650";"Santa Salete (SP)";"Total";"Total";"744,72";"1004,19";"460,49";"887,64";"1156,31";"508,77"
"3547700";"Santo Anastácio (SP)";"Total";"Total";"813,01";"1055,93";"584,48";"1044,27";"1216,05";"789,83"
"3547809";"Santo André (SP)";"Total";"Total";"1441,96";"1940,18";"990,01";"2040,53";"2467,68";"1521,08"
"3547908";"Santo Antônio da Alegria (SP)";"Total";"Total";"659,29";"817,15";"490,93";"916,01";"1021,51";"734,91"
"3548005";"Santo Antônio de Posse (SP)";"Total";"Total";"786,01";"1005,46";"563,50";"1118,56";"1293,91";"873,47"
"3548054";"Santo Antônio do Aracanguá (SP)";"Total";"Total";"749,75";"1022,44";"466,62";"1071,12";"1270,60";"760,15"
"3548104";"Santo Antônio do Jardim (SP)";"Total";"Total";"708,22";"940,48";"459,97";"959,74";"1152,52";"667,42"
"3548203";"Santo Antônio do Pinhal (SP)";"Total";"Total";"657,30";"831,44";"480,63";"908,09";"1008,64";"762,16"
"3548302";"Santo Expedito (SP)";"Total";"Total";"562,62";"722,57";"402,93";"836,44";"955,13";"663,22"
"3548401";"Santópolis do Aguapeí (SP)";"Total";"Total";"638,61";"842,86";"430,18";"909,76";"1068,43";"644,20"
"3548500";"Santos (SP)";"Total";"Total";"1837,77";"2492,26";"1299,53";"2473,92";"3066,04";"1837,61"
"3548609";"São Bento do Sapucaí (SP)";"Total";"Total";"796,35";"895,85";"695,45";"1142,00";"1082,60";"1236,17"
"3548708";"São Bernardo do Campo (SP)";"Total";"Total";"1341,77";"1818,09";"902,91";"1932,90";"2371,25";"1402,75"
"3548807";"São Caetano do Sul (SP)";"Total";"Total";"2210,72";"3116,73";"1450,96";"3149,32";"4010,51";"2198,17"
"3548906";"São Carlos (SP)";"Total";"Total";"1213,18";"1588,69";"853,17";"1664,46";"1977,42";"1260,99"
"3549003";"São Francisco (SP)";"Total";"Total";"726,26";"947,92";"505,96";"1011,27";"1174,30";"772,39"
"3549102";"São João da Boa Vista (SP)";"Total";"Total";"1114,39";"1463,79";"791,05";"1545,42";"1849,72";"1160,31"
"3549201";"São João das Duas Pontes (SP)";"Total";"Total";"599,36";"774,08";"422,66";"869,33";"973,89";"705,99"
"3549250";"São João de Iracema (SP)";"Total";"Total";"631,69";"840,30";"425,69";"894,91";"1096,99";"609,60"
"3549300";"São João do Pau d'Alho (SP)";"Total";"Total";"749,25";"947,10";"549,95";"1034,64";"1177,79";"807,27"
"3549409";"São Joaquim da Barra (SP)";"Total";"Total";"916,57";"1270,96";"579,13";"1288,57";"1611,27";"864,19"
