"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Ano x Condição de atividade x Sexo"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"2010"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Economicamente ativa";"Não economicamente ativa"
"Cód.";"Brasil e Município";"Situação do domicílio";"Grupo de idade";"Total";"Total";"Total"
"3541703";"Quatá (SP)";"Total";"35 a 39 anos";"9,18";"7,29";"1,89"
"3541703";"Quatá (SP)";"Total";"40 a 44 anos";"8,76";"6,52";"2,24"
"3541703";"Quatá (SP)";"Total";"45 a 49 anos";"7,37";"5,34";"2,03"
"3541703";"Quatá (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541703";"Quatá (SP)";"Total";"50 a 54 anos";"6,54";"4,31";"2,23"
"3541703";"Quatá (SP)";"Total";"55 a 59 anos";"5,35";"2,79";"2,56"
"3541703";"Quatá (SP)";"Total";"60 a 69 anos";"7,31";"1,95";"5,37"
"3541703";"Quatá (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541703";"Quatá (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541802";"Queiroz (SP)";"Total";"15 a 19 anos";"9,99";"4,59";"5,40"
"3541802";"Queiroz (SP)";"Total";"15 a 17 anos";"5,97";"2,41";"3,55"
"3541802";"Queiroz (SP)";"Total";"15 anos";"...";"...";"..."
"3541802";"Queiroz (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541802";"Queiroz (SP)";"Total";"18 e 19 anos";"4,02";"2,17";"1,85"
"3541802";"Queiroz (SP)";"Total";"20 a 24 anos";"9,86";"7,49";"2,37"
"3541802";"Queiroz (SP)";"Total";"25 a 29 anos";"10,76";"8,52";"2,24"
"3541802";"Queiroz (SP)";"Total";"30 a 34 anos";"10,67";"8,03";"2,64"
"3541802";"Queiroz (SP)";"Total";"35 a 39 anos";"9,01";"6,84";"2,17"
"3541802";"Queiroz (SP)";"Total";"40 a 44 anos";"7,81";"5,86";"1,95"
"3541802";"Queiroz (SP)";"Total";"45 a 49 anos";"6,70";"5,10";"1,60"
"3541802";"Queiroz (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541802";"Queiroz (SP)";"Total";"50 a 54 anos";"6,66";"3,99";"2,67"
"3541802";"Queiroz (SP)";"Total";"55 a 59 anos";"3,16";"1,22";"1,94"
"3541802";"Queiroz (SP)";"Total";"60 a 69 anos";"7,43";"1,92";"5,51"
"3541802";"Queiroz (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541802";"Queiroz (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3541901";"Queluz (SP)";"Total";"15 a 19 anos";"9,93";"4,07";"5,86"
"3541901";"Queluz (SP)";"Total";"15 a 17 anos";"6,20";"1,51";"4,69"
"3541901";"Queluz (SP)";"Total";"15 anos";"...";"...";"..."
"3541901";"Queluz (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3541901";"Queluz (SP)";"Total";"18 e 19 anos";"3,73";"2,56";"1,17"
"3541901";"Queluz (SP)";"Total";"20 a 24 anos";"10,58";"6,97";"3,61"
"3541901";"Queluz (SP)";"Total";"25 a 29 anos";"10,90";"7,44";"3,46"
"3541901";"Queluz (SP)";"Total";"30 a 34 anos";"10,46";"7,89";"2,57"
"3541901";"Queluz (SP)";"Total";"35 a 39 anos";"8,99";"6,84";"2,15"
"3541901";"Queluz (SP)";"Total";"40 a 44 anos";"8,48";"6,21";"2,27"
"3541901";"Queluz (SP)";"Total";"45 a 49 anos";"7,28";"5,23";"2,05"
"3541901";"Queluz (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3541901";"Queluz (SP)";"Total";"50 a 54 anos";"5,57";"3,65";"1,92"
"3541901";"Queluz (SP)";"Total";"55 a 59 anos";"5,87";"2,94";"2,93"
"3541901";"Queluz (SP)";"Total";"60 a 69 anos";"6,67";"1,66";"5,01"
"3541901";"Queluz (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3541901";"Queluz (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542008";"Quintana (SP)";"Total";"15 a 19 anos";"9,16";"4,14";"5,02"
"3542008";"Quintana (SP)";"Total";"15 a 17 anos";"5,99";"1,80";"4,20"
"3542008";"Quintana (SP)";"Total";"15 anos";"...";"...";"..."
"3542008";"Quintana (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542008";"Quintana (SP)";"Total";"18 e 19 anos";"3,16";"2,34";"0,82"
"3542008";"Quintana (SP)";"Total";"20 a 24 anos";"10,05";"8,04";"2,01"
"3542008";"Quintana (SP)";"Total";"25 a 29 anos";"9,63";"8,22";"1,42"
"3542008";"Quintana (SP)";"Total";"30 a 34 anos";"9,21";"7,31";"1,90"
"3542008";"Quintana (SP)";"Total";"35 a 39 anos";"8,95";"7,07";"1,88"
"3542008";"Quintana (SP)";"Total";"40 a 44 anos";"8,17";"6,35";"1,82"
"3542008";"Quintana (SP)";"Total";"45 a 49 anos";"6,93";"4,64";"2,29"
"3542008";"Quintana (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542008";"Quintana (SP)";"Total";"50 a 54 anos";"6,93";"3,91";"3,02"
"3542008";"Quintana (SP)";"Total";"55 a 59 anos";"5,26";"2,50";"2,77"
"3542008";"Quintana (SP)";"Total";"60 a 69 anos";"9,10";"2,17";"6,93"
"3542008";"Quintana (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542008";"Quintana (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542107";"Rafard (SP)";"Total";"15 a 19 anos";"9,27";"4,11";"5,15"
"3542107";"Rafard (SP)";"Total";"15 a 17 anos";"5,92";"2,00";"3,92"
"3542107";"Rafard (SP)";"Total";"15 anos";"...";"...";"..."
"3542107";"Rafard (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542107";"Rafard (SP)";"Total";"18 e 19 anos";"3,34";"2,11";"1,23"
"3542107";"Rafard (SP)";"Total";"20 a 24 anos";"10,60";"8,95";"1,65"
"3542107";"Rafard (SP)";"Total";"25 a 29 anos";"10,67";"9,16";"1,51"
"3542107";"Rafard (SP)";"Total";"30 a 34 anos";"9,67";"8,07";"1,60"
"3542107";"Rafard (SP)";"Total";"35 a 39 anos";"8,47";"6,95";"1,51"
"3542107";"Rafard (SP)";"Total";"40 a 44 anos";"8,24";"6,18";"2,06"
"3542107";"Rafard (SP)";"Total";"45 a 49 anos";"8,20";"6,57";"1,63"
"3542107";"Rafard (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542107";"Rafard (SP)";"Total";"50 a 54 anos";"6,91";"4,46";"2,45"
"3542107";"Rafard (SP)";"Total";"55 a 59 anos";"4,60";"2,22";"2,38"
"3542107";"Rafard (SP)";"Total";"60 a 69 anos";"7,51";"2,03";"5,48"
"3542107";"Rafard (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542107";"Rafard (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542206";"Rancharia (SP)";"Total";"15 a 19 anos";"9,75";"4,41";"5,34"
"3542206";"Rancharia (SP)";"Total";"15 a 17 anos";"6,45";"2,01";"4,44"
"3542206";"Rancharia (SP)";"Total";"15 anos";"...";"...";"..."
"3542206";"Rancharia (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542206";"Rancharia (SP)";"Total";"18 e 19 anos";"3,30";"2,41";"0,89"
"3542206";"Rancharia (SP)";"Total";"20 a 24 anos";"9,37";"7,05";"2,31"
"3542206";"Rancharia (SP)";"Total";"25 a 29 anos";"9,04";"7,47";"1,58"
"3542206";"Rancharia (SP)";"Total";"30 a 34 anos";"8,52";"6,71";"1,81"
"3542206";"Rancharia (SP)";"Total";"35 a 39 anos";"8,21";"6,72";"1,49"
"3542206";"Rancharia (SP)";"Total";"40 a 44 anos";"8,90";"7,18";"1,72"
"3542206";"Rancharia (SP)";"Total";"45 a 49 anos";"8,56";"6,91";"1,65"
"3542206";"Rancharia (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542206";"Rancharia (SP)";"Total";"50 a 54 anos";"7,06";"4,42";"2,64"
"3542206";"Rancharia (SP)";"Total";"55 a 59 anos";"5,43";"2,61";"2,82"
"3542206";"Rancharia (SP)";"Total";"60 a 69 anos";"8,52";"2,78";"5,74"
"3542206";"Rancharia (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542206";"Rancharia (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542305";"Redenção da Serra (SP)";"Total";"15 a 19 anos";"9,97";"3,38";"6,59"
"3542305";"Redenção da Serra (SP)";"Total";"15 a 17 anos";"6,08";"1,35";"4,74"
"3542305";"Redenção da Serra (SP)";"Total";"15 anos";"...";"...";"..."
"3542305";"Redenção da Serra (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542305";"Redenção da Serra (SP)";"Total";"18 e 19 anos";"3,88";"2,03";"1,85"
"3542305";"Redenção da Serra (SP)";"Total";"20 a 24 anos";"7,69";"4,79";"2,90"
"3542305";"Redenção da Serra (SP)";"Total";"25 a 29 anos";"8,02";"5,87";"2,15"
"3542305";"Redenção da Serra (SP)";"Total";"30 a 34 anos";"8,05";"5,25";"2,81"
"3542305";"Redenção da Serra (SP)";"Total";"35 a 39 anos";"8,50";"5,69";"2,81"
"3542305";"Redenção da Serra (SP)";"Total";"40 a 44 anos";"7,42";"4,62";"2,81"
"3542305";"Redenção da Serra (SP)";"Total";"45 a 49 anos";"7,75";"4,37";"3,38"
"3542305";"Redenção da Serra (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542305";"Redenção da Serra (SP)";"Total";"50 a 54 anos";"8,22";"4,57";"3,65"
"3542305";"Redenção da Serra (SP)";"Total";"55 a 59 anos";"5,73";"2,23";"3,50"
"3542305";"Redenção da Serra (SP)";"Total";"60 a 69 anos";"9,01";"1,94";"7,07"
"3542305";"Redenção da Serra (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542305";"Redenção da Serra (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542404";"Regente Feijó (SP)";"Total";"15 a 19 anos";"9,11";"4,98";"4,13"
"3542404";"Regente Feijó (SP)";"Total";"15 a 17 anos";"5,46";"2,47";"2,98"
"3542404";"Regente Feijó (SP)";"Total";"15 anos";"...";"...";"..."
"3542404";"Regente Feijó (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542404";"Regente Feijó (SP)";"Total";"18 e 19 anos";"3,66";"2,51";"1,14"
"3542404";"Regente Feijó (SP)";"Total";"20 a 24 anos";"9,24";"7,37";"1,87"
"3542404";"Regente Feijó (SP)";"Total";"25 a 29 anos";"9,39";"7,69";"1,70"
"3542404";"Regente Feijó (SP)";"Total";"30 a 34 anos";"9,15";"7,73";"1,42"
"3542404";"Regente Feijó (SP)";"Total";"35 a 39 anos";"8,38";"7,22";"1,16"
"3542404";"Regente Feijó (SP)";"Total";"40 a 44 anos";"8,69";"7,14";"1,56"
"3542404";"Regente Feijó (SP)";"Total";"45 a 49 anos";"8,36";"6,26";"2,10"
"3542404";"Regente Feijó (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542404";"Regente Feijó (SP)";"Total";"50 a 54 anos";"7,41";"5,11";"2,30"
"3542404";"Regente Feijó (SP)";"Total";"55 a 59 anos";"5,60";"2,86";"2,74"
"3542404";"Regente Feijó (SP)";"Total";"60 a 69 anos";"8,19";"2,74";"5,45"
"3542404";"Regente Feijó (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542404";"Regente Feijó (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542503";"Reginópolis (SP)";"Total";"15 a 19 anos";"11,04";"4,15";"6,88"
"3542503";"Reginópolis (SP)";"Total";"15 a 17 anos";"4,12";"1,07";"3,05"
"3542503";"Reginópolis (SP)";"Total";"15 anos";"...";"...";"..."
"3542503";"Reginópolis (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542503";"Reginópolis (SP)";"Total";"18 e 19 anos";"6,92";"3,09";"3,83"
"3542503";"Reginópolis (SP)";"Total";"20 a 24 anos";"23,00";"8,18";"14,82"
"3542503";"Reginópolis (SP)";"Total";"25 a 29 anos";"11,70";"5,49";"6,21"
"3542503";"Reginópolis (SP)";"Total";"30 a 34 anos";"8,47";"5,81";"2,66"
"3542503";"Reginópolis (SP)";"Total";"35 a 39 anos";"6,99";"6,03";"0,96"
"3542503";"Reginópolis (SP)";"Total";"40 a 44 anos";"5,87";"5,03";"0,83"
"3542503";"Reginópolis (SP)";"Total";"45 a 49 anos";"5,34";"4,15";"1,19"
"3542503";"Reginópolis (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542503";"Reginópolis (SP)";"Total";"50 a 54 anos";"5,29";"3,78";"1,51"
"3542503";"Reginópolis (SP)";"Total";"55 a 59 anos";"3,87";"2,13";"1,73"
"3542503";"Reginópolis (SP)";"Total";"60 a 69 anos";"6,55";"2,23";"4,32"
"3542503";"Reginópolis (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542503";"Reginópolis (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542602";"Registro (SP)";"Total";"15 a 19 anos";"10,11";"3,60";"6,51"
"3542602";"Registro (SP)";"Total";"15 a 17 anos";"6,45";"1,44";"5,01"
"3542602";"Registro (SP)";"Total";"15 anos";"...";"...";"..."
"3542602";"Registro (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542602";"Registro (SP)";"Total";"18 e 19 anos";"3,65";"2,16";"1,49"
"3542602";"Registro (SP)";"Total";"20 a 24 anos";"9,21";"6,55";"2,66"
"3542602";"Registro (SP)";"Total";"25 a 29 anos";"9,44";"7,36";"2,08"
"3542602";"Registro (SP)";"Total";"30 a 34 anos";"9,74";"8,06";"1,67"
"3542602";"Registro (SP)";"Total";"35 a 39 anos";"8,81";"7,48";"1,33"
"3542602";"Registro (SP)";"Total";"40 a 44 anos";"8,16";"6,61";"1,56"
"3542602";"Registro (SP)";"Total";"45 a 49 anos";"7,43";"5,55";"1,88"
"3542602";"Registro (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542602";"Registro (SP)";"Total";"50 a 54 anos";"6,22";"4,32";"1,89"
"3542602";"Registro (SP)";"Total";"55 a 59 anos";"5,31";"2,86";"2,45"
"3542602";"Registro (SP)";"Total";"60 a 69 anos";"7,70";"2,63";"5,07"
"3542602";"Registro (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542602";"Registro (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542701";"Restinga (SP)";"Total";"15 a 19 anos";"10,65";"5,62";"5,03"
"3542701";"Restinga (SP)";"Total";"15 a 17 anos";"6,83";"2,97";"3,86"
"3542701";"Restinga (SP)";"Total";"15 anos";"...";"...";"..."
"3542701";"Restinga (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542701";"Restinga (SP)";"Total";"18 e 19 anos";"3,82";"2,65";"1,17"
"3542701";"Restinga (SP)";"Total";"20 a 24 anos";"11,73";"9,03";"2,69"
"3542701";"Restinga (SP)";"Total";"25 a 29 anos";"9,99";"7,97";"2,02"
"3542701";"Restinga (SP)";"Total";"30 a 34 anos";"9,30";"7,43";"1,87"
"3542701";"Restinga (SP)";"Total";"35 a 39 anos";"8,20";"6,33";"1,87"
"3542701";"Restinga (SP)";"Total";"40 a 44 anos";"8,00";"6,48";"1,52"
"3542701";"Restinga (SP)";"Total";"45 a 49 anos";"7,42";"5,68";"1,73"
"3542701";"Restinga (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542701";"Restinga (SP)";"Total";"50 a 54 anos";"7,06";"4,90";"2,16"
"3542701";"Restinga (SP)";"Total";"55 a 59 anos";"4,96";"2,70";"2,26"
"3542701";"Restinga (SP)";"Total";"60 a 69 anos";"5,81";"2,35";"3,46"
"3542701";"Restinga (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542701";"Restinga (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542800";"Ribeira (SP)";"Total";"15 a 19 anos";"10,63";"3,40";"7,23"
"3542800";"Ribeira (SP)";"Total";"15 a 17 anos";"7,82";"2,23";"5,59"
"3542800";"Ribeira (SP)";"Total";"15 anos";"...";"...";"..."
"3542800";"Ribeira (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542800";"Ribeira (SP)";"Total";"18 e 19 anos";"2,81";"1,17";"1,64"
"3542800";"Ribeira (SP)";"Total";"20 a 24 anos";"7,55";"4,28";"3,26"
"3542800";"Ribeira (SP)";"Total";"25 a 29 anos";"7,87";"5,23";"2,63"
"3542800";"Ribeira (SP)";"Total";"30 a 34 anos";"7,37";"4,80";"2,57"
"3542800";"Ribeira (SP)";"Total";"35 a 39 anos";"8,57";"5,73";"2,85"
"3542800";"Ribeira (SP)";"Total";"40 a 44 anos";"7,12";"5,15";"1,97"
"3542800";"Ribeira (SP)";"Total";"45 a 49 anos";"7,19";"4,91";"2,28"
"3542800";"Ribeira (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542800";"Ribeira (SP)";"Total";"50 a 54 anos";"6,81";"3,93";"2,87"
"3542800";"Ribeira (SP)";"Total";"55 a 59 anos";"6,09";"4,12";"1,98"
"3542800";"Ribeira (SP)";"Total";"60 a 69 anos";"10,35";"3,35";"6,99"
"3542800";"Ribeira (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542800";"Ribeira (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3542909";"Ribeirão Bonito (SP)";"Total";"15 a 19 anos";"10,15";"4,44";"5,71"
"3542909";"Ribeirão Bonito (SP)";"Total";"15 a 17 anos";"5,98";"1,89";"4,09"
"3542909";"Ribeirão Bonito (SP)";"Total";"15 anos";"...";"...";"..."
"3542909";"Ribeirão Bonito (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3542909";"Ribeirão Bonito (SP)";"Total";"18 e 19 anos";"4,17";"2,55";"1,62"
"3542909";"Ribeirão Bonito (SP)";"Total";"20 a 24 anos";"10,90";"8,16";"2,73"
"3542909";"Ribeirão Bonito (SP)";"Total";"25 a 29 anos";"10,23";"8,42";"1,81"
"3542909";"Ribeirão Bonito (SP)";"Total";"30 a 34 anos";"9,39";"8,42";"0,97"
"3542909";"Ribeirão Bonito (SP)";"Total";"35 a 39 anos";"8,73";"7,20";"1,53"
"3542909";"Ribeirão Bonito (SP)";"Total";"40 a 44 anos";"8,10";"6,89";"1,21"
"3542909";"Ribeirão Bonito (SP)";"Total";"45 a 49 anos";"7,15";"5,92";"1,23"
"3542909";"Ribeirão Bonito (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3542909";"Ribeirão Bonito (SP)";"Total";"50 a 54 anos";"6,21";"4,54";"1,67"
"3542909";"Ribeirão Bonito (SP)";"Total";"55 a 59 anos";"5,00";"2,28";"2,72"
"3542909";"Ribeirão Bonito (SP)";"Total";"60 a 69 anos";"7,40";"2,09";"5,31"
"3542909";"Ribeirão Bonito (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3542909";"Ribeirão Bonito (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543006";"Ribeirão Branco (SP)";"Total";"15 a 19 anos";"12,44";"5,21";"7,23"
"3543006";"Ribeirão Branco (SP)";"Total";"15 a 17 anos";"8,23";"2,75";"5,48"
"3543006";"Ribeirão Branco (SP)";"Total";"15 anos";"...";"...";"..."
"3543006";"Ribeirão Branco (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3543006";"Ribeirão Branco (SP)";"Total";"18 e 19 anos";"4,21";"2,47";"1,75"
"3543006";"Ribeirão Branco (SP)";"Total";"20 a 24 anos";"9,88";"6,80";"3,08"
"3543006";"Ribeirão Branco (SP)";"Total";"25 a 29 anos";"9,63";"6,83";"2,80"
"3543006";"Ribeirão Branco (SP)";"Total";"30 a 34 anos";"9,36";"7,12";"2,23"
"3543006";"Ribeirão Branco (SP)";"Total";"35 a 39 anos";"8,29";"6,18";"2,11"
"3543006";"Ribeirão Branco (SP)";"Total";"40 a 44 anos";"7,83";"6,12";"1,71"
"3543006";"Ribeirão Branco (SP)";"Total";"45 a 49 anos";"6,74";"4,52";"2,21"
"3543006";"Ribeirão Branco (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3543006";"Ribeirão Branco (SP)";"Total";"50 a 54 anos";"5,09";"3,29";"1,80"
"3543006";"Ribeirão Branco (SP)";"Total";"55 a 59 anos";"4,90";"2,85";"2,05"
"3543006";"Ribeirão Branco (SP)";"Total";"60 a 69 anos";"7,15";"2,65";"4,50"
"3543006";"Ribeirão Branco (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3543006";"Ribeirão Branco (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543105";"Ribeirão Corrente (SP)";"Total";"15 a 19 anos";"10,48";"6,03";"4,45"
"3543105";"Ribeirão Corrente (SP)";"Total";"15 a 17 anos";"6,81";"3,36";"3,46"
"3543105";"Ribeirão Corrente (SP)";"Total";"15 anos";"...";"...";"..."
"3543105";"Ribeirão Corrente (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3543105";"Ribeirão Corrente (SP)";"Total";"18 e 19 anos";"3,66";"2,67";"0,99"
"3543105";"Ribeirão Corrente (SP)";"Total";"20 a 24 anos";"10,92";"9,00";"1,92"
"3543105";"Ribeirão Corrente (SP)";"Total";"25 a 29 anos";"9,98";"8,90";"1,08"
"3543105";"Ribeirão Corrente (SP)";"Total";"30 a 34 anos";"9,45";"7,90";"1,55"
"3543105";"Ribeirão Corrente (SP)";"Total";"35 a 39 anos";"9,37";"8,10";"1,26"
"3543105";"Ribeirão Corrente (SP)";"Total";"40 a 44 anos";"7,39";"6,38";"1,01"
"3543105";"Ribeirão Corrente (SP)";"Total";"45 a 49 anos";"7,09";"6,27";"0,82"
"3543105";"Ribeirão Corrente (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3543105";"Ribeirão Corrente (SP)";"Total";"50 a 54 anos";"6,35";"4,30";"2,05"
"3543105";"Ribeirão Corrente (SP)";"Total";"55 a 59 anos";"4,82";"3,08";"1,75"
"3543105";"Ribeirão Corrente (SP)";"Total";"60 a 69 anos";"7,62";"3,42";"4,19"
"3543105";"Ribeirão Corrente (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3543105";"Ribeirão Corrente (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543204";"Ribeirão do Sul (SP)";"Total";"15 a 19 anos";"8,86";"4,10";"4,77"
"3543204";"Ribeirão do Sul (SP)";"Total";"15 a 17 anos";"5,93";"2,01";"3,92"
"3543204";"Ribeirão do Sul (SP)";"Total";"15 anos";"...";"...";"..."
"3543204";"Ribeirão do Sul (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3543204";"Ribeirão do Sul (SP)";"Total";"18 e 19 anos";"2,94";"2,09";"0,85"
"3543204";"Ribeirão do Sul (SP)";"Total";"20 a 24 anos";"8,40";"6,24";"2,16"
"3543204";"Ribeirão do Sul (SP)";"Total";"25 a 29 anos";"8,12";"6,53";"1,59"
"3543204";"Ribeirão do Sul (SP)";"Total";"30 a 34 anos";"8,40";"6,84";"1,56"
"3543204";"Ribeirão do Sul (SP)";"Total";"35 a 39 anos";"8,38";"6,95";"1,42"
"3543204";"Ribeirão do Sul (SP)";"Total";"40 a 44 anos";"8,81";"7,11";"1,70"
"3543204";"Ribeirão do Sul (SP)";"Total";"45 a 49 anos";"7,71";"6,34";"1,37"
"3543204";"Ribeirão do Sul (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3543204";"Ribeirão do Sul (SP)";"Total";"50 a 54 anos";"7,30";"4,53";"2,78"
"3543204";"Ribeirão do Sul (SP)";"Total";"55 a 59 anos";"6,48";"3,29";"3,19"
"3543204";"Ribeirão do Sul (SP)";"Total";"60 a 69 anos";"9,99";"3,41";"6,58"
"3543204";"Ribeirão do Sul (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3543204";"Ribeirão do Sul (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543238";"Ribeirão dos Índios (SP)";"Total";"15 a 19 anos";"7,40";"4,67";"2,72"
"3543238";"Ribeirão dos Índios (SP)";"Total";"15 a 17 anos";"4,69";"2,56";"2,13"
"3543238";"Ribeirão dos Índios (SP)";"Total";"15 anos";"...";"...";"..."
"3543238";"Ribeirão dos Índios (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3543238";"Ribeirão dos Índios (SP)";"Total";"18 e 19 anos";"2,70";"2,11";"0,59"
"3543238";"Ribeirão dos Índios (SP)";"Total";"20 a 24 anos";"7,71";"5,78";"1,93"
"3543238";"Ribeirão dos Índios (SP)";"Total";"25 a 29 anos";"8,12";"6,90";"1,22"
"3543238";"Ribeirão dos Índios (SP)";"Total";"30 a 34 anos";"7,71";"5,54";"2,16"
"3543238";"Ribeirão dos Índios (SP)";"Total";"35 a 39 anos";"8,02";"6,50";"1,52"
"3543238";"Ribeirão dos Índios (SP)";"Total";"40 a 44 anos";"9,15";"6,90";"2,25"
"3543238";"Ribeirão dos Índios (SP)";"Total";"45 a 49 anos";"7,35";"5,73";"1,61"
"3543238";"Ribeirão dos Índios (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3543238";"Ribeirão dos Índios (SP)";"Total";"50 a 54 anos";"8,33";"5,94";"2,40"
"3543238";"Ribeirão dos Índios (SP)";"Total";"55 a 59 anos";"5,80";"4,26";"1,54"
"3543238";"Ribeirão dos Índios (SP)";"Total";"60 a 69 anos";"11,35";"3,90";"7,45"
"3543238";"Ribeirão dos Índios (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3543238";"Ribeirão dos Índios (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543253";"Ribeirão Grande (SP)";"Total";"15 a 19 anos";"10,33";"4,49";"5,83"
"3543253";"Ribeirão Grande (SP)";"Total";"15 a 17 anos";"6,42";"2,10";"4,32"
"3543253";"Ribeirão Grande (SP)";"Total";"15 anos";"...";"...";"..."
"3543253";"Ribeirão Grande (SP)";"Total";"16 e 17 anos";"...";"...";"..."
"3543253";"Ribeirão Grande (SP)";"Total";"18 e 19 anos";"3,91";"2,40";"1,51"
"3543253";"Ribeirão Grande (SP)";"Total";"20 a 24 anos";"9,41";"6,95";"2,46"
"3543253";"Ribeirão Grande (SP)";"Total";"25 a 29 anos";"9,87";"7,49";"2,38"
"3543253";"Ribeirão Grande (SP)";"Total";"30 a 34 anos";"8,95";"7,07";"1,88"
"3543253";"Ribeirão Grande (SP)";"Total";"35 a 39 anos";"9,08";"7,36";"1,72"
"3543253";"Ribeirão Grande (SP)";"Total";"40 a 44 anos";"8,23";"6,43";"1,80"
"3543253";"Ribeirão Grande (SP)";"Total";"45 a 49 anos";"7,60";"5,32";"2,28"
"3543253";"Ribeirão Grande (SP)";"Total";"50 a 59 anos";"...";"...";"..."
"3543253";"Ribeirão Grande (SP)";"Total";"50 a 54 anos";"5,56";"3,86";"1,70"
"3543253";"Ribeirão Grande (SP)";"Total";"55 a 59 anos";"4,81";"2,79";"2,02"
"3543253";"Ribeirão Grande (SP)";"Total";"60 a 69 anos";"8,75";"3,11";"5,64"
"3543253";"Ribeirão Grande (SP)";"Total";"60 a 64 anos";"...";"...";"..."
"3543253";"Ribeirão Grande (SP)";"Total";"65 a 69 anos";"...";"...";"..."
"3543303";"Ribeirão Pires (SP)";"Total";"15 a 19 anos";"9,06";"3,91";"5,15"
"3543303";"Ribeirão Pires (SP)";"Total";"15 a 17 anos";"5,40";"1,35";"4,05"
