Índice de Gini da renda domiciliar per capita segundo Município - São Paulo;;;
Período: 1991, 2000 e 2010;;;
354970 São José do Rio Pardo;0,5428;0,5208;0,4936
354980 São José do Rio Preto;0,5035;0,5607;0,5081
354990 São José dos Campos;0,5355;0,5742;0,5633
354995 São Lourenço da Serra;...;0,5881;0,5148
355000 São Luís do Paraitinga;0,5046;0,5381;0,4836
355010 São Manuel;0,5088;0,518;0,4607
355020 São Miguel Arcanjo;0,5851;0,5438;0,5822
355030 São Paulo;0,5706;0,6182;0,6453
355040 São Pedro;0,502;0,5234;0,4772
355050 São Pedro do Turvo;0,4489;0,4816;0,3898
355060 São Roque;0,5474;0,6097;0,5109
355070 São Sebastião;0,5097;0,5557;0,5022
355080 São Sebastião da Grama;0,5768;0,5186;0,4156
355090 São Simão;0,5579;0,5385;0,4603
355100 São Vicente;0,493;0,5225;0,4892
355110 Sarapuí;0,5007;0,6305;0,5133
355120 Sarutaiá;0,6029;0,4927;0,4451
355130 Sebastianópolis do Sul;0,651;0,4144;0,4262
355140 Serra Azul;0,3825;0,4979;0,4573
355160 Serra Negra;0,5389;0,5479;0,4836
355150 Serrana;0,4401;0,4457;0,3819
355170 Sertãozinho;0,5088;0,5213;0,4749
355180 Sete Barras;0,5669;0,5844;0,5156
355190 Severínia;0,5893;0,5196;0,4195
355200 Silveiras;0,5981;0,5976;0,4803
355210 Socorro;0,4912;0,4986;0,4524
355220 Sorocaba;0,5088;0,5544;0,529
355230 Sud Mennucci;0,538;0,5368;0,5411
355240 Sumaré;0,4265;0,4731;0,4737
355255 Suzanápolis;...;0,5028;0,4214
355250 Suzano;0,5057;0,5654;0,491
355260 Tabapuã;0,5156;0,497;0,3973
355270 Tabatinga;0,4907;0,5336;0,4073
355280 Taboão da Serra;0,455;0,5317;0,4903
355290 Taciba;0,4251;0,5567;0,3861
355300 Taguaí;0,5229;0,5044;0,3719
355310 Taiaçu;0,4099;0,5229;0,4222
355320 Taiúva;0,5055;0,5406;0,4237
355330 Tambaú;0,4519;0,4768;0,4526
355340 Tanabi;0,4988;0,5334;0,4211
355350 Tapiraí;0,4894;0,5766;0,4437
355360 Tapiratiba;0,3914;0,5049;0,4057
355365 Taquaral;...;0,4528;0,5192
355370 Taquaritinga;0,5172;0,5628;0,4679
355380 Taquarituba;0,5792;0,5876;0,495
355385 Taquarivaí;...;0,6338;0,4375
355390 Tarabai;0,4606;0,4678;0,3988
355395 Tarumã;...;0,5;0,5488
355400 Tatuí;0,4796;0,5305;0,4776
355410 Taubaté;0,5415;0,5767;0,5181
355420 Tejupá;0,4219;0,5734;0,4807
355430 Teodoro Sampaio;0,5748;0,6822;0,4742
355440 Terra Roxa;0,4704;0,4477;0,4519
355450 Tietê;0,4699;0,5294;0,4937
355460 Timburi;0,5011;0,4761;0,4728
355465 Torre de Pedra;...;0,4587;0,3944
355470 Torrinha;0,4651;0,4747;0,442
355475 Trabiju;...;0,4665;0,398
355480 Tremembé;0,5292;0,557;0,5386
355490 Três Fronteiras;0,4577;0,5049;0,4123
355495 Tuiuti;...;0,4637;0,3907
355500 Tupã;0,5872;0,57;0,5522
355510 Tupi Paulista;0,5285;0,5515;0,4946
355520 Turiúba;0,4302;0,4663;0,3665
355530 Turmalina;0,4889;0,4441;0,3987
355535 Ubarana;...;0,43;0,3594
355540 Ubatuba;0,5483;0,5849;0,5971
355550 Ubirajara;0,4328;0,4732;0,4219
355560 Uchoa;0,4906;0,4836;0,3993
355570 União Paulista;0,3926;0,4304;0,3615
355580 Urânia;0,5053;0,5144;0,4649
355590 Uru;0,4182;0,4672;0,4223
355600 Urupês;0,5225;0,5338;0,4235
355610 Valentim Gentil;0,4684;0,4707;0,3716
355620 Valinhos;0,4853;0,5417;0,5529
355630 Valparaíso;0,5158;0,5577;0,461
355635 Vargem;...;0,4857;0,3899
355640 Vargem Grande do Sul;0,4658;0,4781;0,4261
355645 Vargem Grande Paulista;0,5075;0,5229;0,5199
355650 Várzea Paulista;0,3798;0,4395;0,4325
355660 Vera Cruz;0,5049;0,5119;0,4497
355670 Vinhedo;0,4732;0,556;0,5448
355680 Viradouro;0,4512;0,5001;0,405
355690 Vista Alegre do Alto;0,4479;0,5461;0,3562
355695 Vitória Brasil;...;0,4553;0,3595
355700 Votorantim;0,4497;0,4844;0,4101
355710 Votuporanga;0,5343;0,5727;0,4991
355715 Zacarias;...;0,423;0,3923
Total;0,5598;0,5925;0,5768
Fonte: IBGE/Censos Demográficos 1991, 2000 e 2010;;;
